,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
58903,44686209,Stunning top floor maisonette in South Kensington,8114008,Grace,,Kensington and Chelsea,51.49011,-0.18175,Entire home/apt,180,30,0,,,3,358,0,
10464,9831098,5 bedroom house + studio + parking + garden,50632485,Charles,,Kensington and Chelsea,51.50285,-0.20824,Entire home/apt,180,4,26,5/31/2017,0.41,1,0,0,
36077,27872918,Stunning apartment in the heart of Holland Park,103569723,Victoria,,Kensington and Chelsea,51.50661,-0.21207,Entire home/apt,180,3,7,3/11/2019,0.19,1,0,0,
66268,50321808,"ST - High Street Kensington, 1 bedroom apartment",30253178,Regina,,Kensington and Chelsea,51.49794,-0.19235,Entire home/apt,180,3,0,,,50,26,0,
23742,19817397,Beautiful Three Bedroom House near Fulham Broadway,139995820,Clare,,Kensington and Chelsea,51.48089,-0.1873,Entire home/apt,180,3,67,2/24/2020,1.44,1,0,0,
40086,31160973,Large Knightsbridge 1 Bed luxury apartment. SW31LU,40812923,Alireza,,Kensington and Chelsea,51.49706,-0.16734,Entire home/apt,180,30,2,7/29/2019,0.08,1,364,0,
66723,50514695,THE CHELSEA,15368760,Sarah,,Kensington and Chelsea,51.49413,-0.16564,Entire home/apt,180,3,0,,,12,302,0,
60932,46189642,Apartment 806 - Large One Bedroom Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.4926,-0.16595,Entire home/apt,180,3,6,3/7/2021,0.7,318,71,6,
52434,40236000,Bright 2Bed Apartment in Dalston with amazing view,68431856,Tommaso,,Hackney,51.54627,-0.07129,Entire home/apt,180,4,0,,,2,99,0,
34253,26553776,"Lovely 3 Bedroom Home - Stoke Newington, London",27144559,Joe,,Hackney,51.5614,-0.07666,Entire home/apt,180,2,2,8/28/2018,0.05,1,0,0,
59904,45516072,Notting Hill Work from Home happy place with view,65040257,Megan,,Kensington and Chelsea,51.51069,-0.2051,Entire home/apt,180,5,3,10/31/2020,0.38,27,20,3,
64414,49313140,Elegant & Modern 1 Bed 1 Bath in South Kensington,215103867,David,,Kensington and Chelsea,51.4945,-0.18725,Entire home/apt,180,5,1,6/1/2021,0.29,21,63,1,
66747,50531719,"Clapton, 2BD house with a beautiful garden",35763679,Thomas,,Hackney,51.553,-0.04559,Entire home/apt,180,2,0,,,1,253,0,
2489,2358305,Luxurious Flat in South Kensington,5522135,Nathaly,,Kensington and Chelsea,51.49017,-0.1824,Entire home/apt,180,2,0,,,1,0,0,
17475,15670429,Newly refurbished 2 bed house in London Fields,60779858,Georgina,,Hackney,51.54727,-0.0634,Entire home/apt,180,2,26,10/7/2018,0.46,1,0,0,
49550,38340683,Beautiful 1bedroom flat in Kensington by Hyde park,284997277,Thea,,Kensington and Chelsea,51.49637,-0.18084,Entire home/apt,180,2,8,10/30/2020,0.34,3,256,2,
45261,35403079,"Beautiful, fully equipped family home",8664436,Lucy,,Hackney,51.54894,-0.03577,Entire home/apt,180,3,13,11/3/2019,0.52,1,0,6,
17845,15961454,London Fields Family Home,9885253,Anna,,Hackney,51.54664,-0.06219,Entire home/apt,180,5,5,7/31/2018,0.1,2,222,0,
61580,46763959,Beautiful modern flat in central Knightsbridge,375251099,Barbara,,Kensington and Chelsea,51.49996,-0.15914,Entire home/apt,180,2,5,8/22/2021,2.88,1,50,5,
60935,46190030,St Albans Grove - 1 bedroom cottage in Kensington,127222417,Henry,,Kensington and Chelsea,51.50057,-0.18982,Entire home/apt,180,3,7,8/6/2021,7.0,3,289,7,
66358,50345787,Lovely 3 bedroom Loft in East London,85893010,Carle,,Hackney,51.54013,-0.07826,Entire home/apt,180,5,2,8/21/2021,2.0,1,250,2,
26285,21223887,Beautiful Victorian Home,67636913,Annette,,Hackney,51.53958,-0.06233,Entire home/apt,180,7,0,,,1,0,0,
7133,7278666,"Best location! Sleeps 4, Designers Apartment",38108609,Melanie,,Kensington and Chelsea,51.51307,-0.2026,Entire home/apt,180,4,19,8/10/2019,0.25,1,0,0,
18453,16342362,Large double room with terrace 1min from tube,2490473,Youness,,Kensington and Chelsea,51.48823,-0.19291,Entire home/apt,180,2,1,4/4/2017,0.02,1,0,0,
26290,21225842,Incredible Art & Design Apartment in Shoreditch,10989197,Lucinda,,Hackney,51.5324,-0.0935,Entire home/apt,180,14,24,9/12/2019,0.62,1,0,0,
31295,24181729,Refined Luxury Chelsea Apartment with Balcony,182259497,Jonathan,,Kensington and Chelsea,51.49216,-0.16613,Entire home/apt,180,5,32,8/2/2021,0.86,1,235,8,
11258,10671506,"Wonderful, Victorian house in Hackney",31227887,Robert,,Hackney,51.55597,-0.04977,Entire home/apt,180,3,3,8/4/2019,0.12,1,0,0,
38820,30149241,1 bed apartment with office on Sloane Street,226522270,Raphael,,Kensington and Chelsea,51.49747,-0.15981,Entire home/apt,180,1,6,11/3/2019,0.18,1,0,0,
593,456798,Large Double Bedroom,1952363,Amanda,,Hackney,51.53955,-0.08499,Private room,180,1,0,,,1,365,0,
40647,31640127,''Your paradise'' by Chelsea/retro-chic apt. for 4,212199911,Nadia,,Kensington and Chelsea,51.48378,-0.1868,Entire home/apt,180,2,1,2/10/2019,0.03,3,252,0,
9710,9324464,charming house in De Beauvoir Town,48395893,James,,Hackney,51.54483,-0.08034,Entire home/apt,180,2,21,9/23/2017,0.32,1,0,0,
15047,13792116,Luxury spacious Chelsea studio,4657735,Jennifer,,Kensington and Chelsea,51.49119,-0.15954,Entire home/apt,180,4,13,9/23/2019,0.25,1,356,0,
51212,39480050,Beautiful One Bedroom Apartment in Chelsea - RCG,48165024,Capital Residencies,,Kensington and Chelsea,51.48485,-0.1856,Entire home/apt,181,3,7,12/8/2019,0.32,318,243,4,
5713,6181613,Chic 2-bed in heart of Kensington with terrace,20001519,VanZyl,,Kensington and Chelsea,51.50323,-0.19236,Entire home/apt,181,3,2,8/1/2020,0.14,50,0,0,
57524,43721257,Brand new luxury 2 bedroom in Kensington,348556006,Canguro Properties,,Kensington and Chelsea,51.49977,-0.18568,Entire home/apt,181,1,6,7/14/2021,1.54,17,286,6,
59324,45173442,Two Bedroom Apt with great views in Shoreditch,5628346,Hayley,,Hackney,51.52767,-0.07942,Entire home/apt,181,1,21,12/23/2020,1.69,26,254,20,
11853,11264939,Spacious two level apartment with private garden,14711760,Tonya,,Kensington and Chelsea,51.50711,-0.2127,Entire home/apt,181,5,8,4/20/2019,0.13,1,269,0,
59308,45159397,Apartment Balcony with stunning views,27787137,June,,Hackney,51.52585,-0.07727,Entire home/apt,181,1,34,8/18/2021,4.42,30,255,34,
61131,46443844,Two Bedroom Apt on Shoreditch High Street,5628346,Hayley,,Hackney,51.52579,-0.07891,Entire home/apt,181,1,31,2/9/2021,3.72,26,255,31,
48081,37328256,Bright 2 bedroom in the heart of Shoreditch,22944027,Fionnuala,,Hackney,51.53515,-0.07182,Entire home/apt,181,5,11,5/29/2020,0.48,1,0,0,
9772,9367892,Huge Sunny Flat in Notting Hill,18117166,Phil,,Kensington and Chelsea,51.51706,-0.20959,Entire home/apt,182,5,0,,,1,0,0,
57371,43513766,Beautiful Notting Hill/North Kensington Home,8677082,Vicky,,Kensington and Chelsea,51.51997,-0.22372,Entire home/apt,182,3,0,,,1,0,0,
5630,6090840,Charming Flat on Portobello Road,7439526,Harry,,Kensington and Chelsea,51.5205,-0.20989,Entire home/apt,182,2,1,9/14/2015,0.01,1,0,0,
37919,29484133,Stokey treehouse (entire flat),12759753,Alex,,Hackney,51.56204,-0.07949,Entire home/apt,182,2,4,12/9/2018,0.12,2,0,0,
28388,22240832,Exclusive 2 Bedroom Apartment in Kensington By Mayfair Stay (Minutes to Knightsbridge) L10,162515915,Marcel & Hanoz,,Kensington and Chelsea,51.49584,-0.1931,Entire home/apt,182,3,20,1/20/2020,0.53,19,0,3,
43372,33891757,Bright and Modern Earls Court Gem,1432477,City Relay,,Kensington and Chelsea,51.49256,-0.19651,Entire home/apt,182,1,6,7/28/2019,2.14,89,357,1,
54297,41406425,Professionally cleaned Stylish studio in Kings Road Chelsea,316840797,Eric & Vesta,,Kensington and Chelsea,51.47981,-0.18405,Entire home/apt,182,2,2,8/9/2020,0.12,33,0,0,
36921,28656734,Two Bed Flat in Fashionable Chelsea,128659370,Cecily,,Kensington and Chelsea,51.49304,-0.17103,Entire home/apt,183,7,8,4/28/2019,0.24,85,59,1,
35892,27744411,Ovington Gardens,47006048,Nick,,Kensington and Chelsea,51.49848,-0.16666,Entire home/apt,183,3,22,12/17/2019,0.88,12,253,2,
59704,45419590,Cozy 2 Bed South Kensington/Chelsea/ Knightsbridge,350222367,APRB Properties,,Kensington and Chelsea,51.49203,-0.17021,Entire home/apt,183,7,7,7/12/2021,1.28,4,345,7,
31187,24073417,"Long Stay Discounts - Kensington, Artistic 1bed",27572615,Emily,,Kensington and Chelsea,51.49112,-0.17902,Entire home/apt,183,5,21,9/30/2019,0.53,130,0,2,
60196,45696052,The Ebury Suite next to Sloane Square,368522735,3 Sloane Gardens By UnderTheDoormat,,Kensington and Chelsea,51.49265,-0.15732,Entire home/apt,183,1,3,5/23/2021,0.28,9,308,3,
63350,48660747,Deluxe 1 bedroom 1 bathroom in heart of Kensington,215103867,David,,Kensington and Chelsea,51.49398,-0.18596,Entire home/apt,184,3,2,9/9/2021,2.0,21,171,2,
60001,45573031,The King's Road Suite next to Sloane Square,368522735,3 Sloane Gardens By UnderTheDoormat,,Kensington and Chelsea,51.49101,-0.15591,Entire home/apt,184,1,6,7/24/2021,0.76,9,281,6,
58068,44136379,Sonder | Chelsea Green | Superior King Room,224866971,Sonder (London),,Kensington and Chelsea,51.49081,-0.16804,Private room,184,2,3,7/4/2021,0.6,138,283,3,
30997,23943937,PERFECT LOCATION ONE BEDROOM IN SOUTH KENSINGTON,123548209,Irmak (MAC),,Kensington and Chelsea,51.49016,-0.17975,Entire home/apt,184,5,0,,,46,0,0,
17384,15574537,Beautiful Triplex with Terrace in Chelsea,1444493,Alexandre,,Kensington and Chelsea,51.48674,-0.19046,Entire home/apt,184,5,3,1/12/2017,0.06,10,186,0,
46595,36342516,Cosy 2 Bedroom Apartment Kensington,128659370,Cecily,,Kensington and Chelsea,51.49443,-0.19508,Entire home/apt,184,7,11,3/3/2020,0.43,85,42,0,
66368,50349082,The Perfect Flat - Holland Park / Notting Hill,11818885,James,,Kensington and Chelsea,51.50722,-0.20839,Entire home/apt,185,3,1,7/12/2021,0.48,1,90,1,
48542,37624180,"Elegant 1-Bed apt, sleeps 4, in Chelsea",219610650,Diana And John,,Kensington and Chelsea,51.48661,-0.16895,Entire home/apt,185,3,16,1/16/2021,0.66,33,59,6,
35411,27448574,"2 Bed House in Chelsea by Harrods,Imp.College, V&A",119109573,Miriam,,Kensington and Chelsea,51.49398,-0.16707,Entire home/apt,185,5,7,10/8/2019,0.19,2,253,0,
3972,4254505,"Huge stylish, baby-ready 2br 1st floor in Chelsea",10141957,Angela,,Kensington and Chelsea,51.48453,-0.1763,Entire home/apt,185,3,20,8/17/2019,0.24,1,315,1,
47569,37000746,Elegant First Floor Balcony Apartment In Chelsea,95648722,Barbara,,Kensington and Chelsea,51.4867,-0.18607,Entire home/apt,185,2,15,1/17/2020,0.58,3,0,0,
18237,16215403,Stunning 2bed 2bath apt in Earl's Court,105943673,Priya And Davinder,,Kensington and Chelsea,51.49146,-0.19628,Entire home/apt,185,2,94,3/10/2020,1.65,5,0,0,
33368,25911193,Modern Family Flat on the canal,69766970,Mike,,Hackney,51.53131,-0.09547,Entire home/apt,185,3,6,8/6/2018,0.16,1,0,0,
31507,24368421,BRAND NEW!!! Beautiful Apartment in Knightsbridge,89161798,Marius,,Kensington and Chelsea,51.49437,-0.19138,Entire home/apt,185,3,14,10/19/2019,0.35,9,172,0,
4245,4570410,Beautiful Holland Park Flat,23691390,Sophie,,Kensington and Chelsea,51.50695,-0.21404,Entire home/apt,185,1,0,,,1,0,0,
68918,51426928,CAPITAL | One Bedroom Apartment Kensington KC07,48165024,Capital Residencies,,Kensington and Chelsea,51.50075,-0.18761,Entire home/apt,185,3,1,8/15/2021,1.0,318,282,1,
1204,757277,Luxury Kensington Gardens Flat,3986368,John,,Kensington and Chelsea,51.50681,-0.19433,Entire home/apt,185,5,3,11/30/2015,0.03,1,0,0,
27140,21659386,"Beautiful 1 Bedroom in Knightsbridge, London*****",89161798,Marius,,Kensington and Chelsea,51.4947,-0.18905,Entire home/apt,185,3,22,6/30/2019,0.53,9,365,0,
53277,40704924,Spacious cosy 2 bedroom flat in Kensington London,311333325,Via,,Kensington and Chelsea,51.49531,-0.17791,Entire home/apt,185,4,1,1/2/2020,0.05,4,0,0,
49023,37988676,"Haggerston, Hoxton.",53604779,Jason,,Hackney,51.53748,-0.08073,Entire home/apt,185,2,2,9/20/2019,0.09,1,354,0,
22067,18903623,Enjoy Shoreditch in a modern & extra spacious 2bed,2634160,Raul&Carol,,Hackney,51.52425,-0.08043,Entire home/apt,185,3,31,2/21/2020,0.64,17,0,0,
52819,40437751,Tremendous Top Floor Apartment,312785998,Billie,,Kensington and Chelsea,51.52343,-0.20651,Entire home/apt,185,1,4,2/21/2020,0.2,1,0,0,
50111,38768349,"Professionally cleaned Beautiful one bedroom in Kings Road, Chelsea",258580205,Sverrir & Vesta,,Kensington and Chelsea,51.4816,-0.18406,Entire home/apt,185,2,6,7/9/2020,0.25,50,0,0,
54327,41431706,Professionally cleaned Kings Road Chelsea bed apartment for 4,316840797,Eric & Vesta,,Kensington and Chelsea,51.48033,-0.1823,Entire home/apt,185,2,2,3/21/2020,0.1,33,39,0,
59698,45416423,"NOX HOTELS | Kensington, Family Studio 2 Bedrooms",175458210,Nox Hotels |,,Kensington and Chelsea,51.49928,-0.20907,Private room,185,1,1,9/19/2020,0.08,12,349,1,
63912,48995533,Executive Studio Apartment in South Kensington,394256524,Arpita,,Kensington and Chelsea,51.48995,-0.18016,Entire home/apt,185,1,0,,,3,346,0,
21657,18664058,Stunning spacious 1br flat in Kensington & Chealse,129707466,Olga,,Kensington and Chelsea,51.48839,-0.19238,Entire home/apt,185,5,1,7/3/2017,0.02,1,365,0,
57478,43661353,Lovely double rooms to let in E2 Bethnal Green,131323114,Christopher,,Hackney,51.53535,-0.06302,Private room,185,90,0,,,1,365,0,
41285,32184007,Grand One Bedroom Apartment in Kensington/Chelsea,201301401,Kasia,,Kensington and Chelsea,51.48864,-0.18737,Entire home/apt,185,2,16,10/27/2019,0.52,5,0,0,
1572,1166436,Luxury in South Kensington,6387324,Max,,Kensington and Chelsea,51.4922,-0.17832,Entire home/apt,185,3,27,5/16/2017,0.27,1,0,0,
61725,46866986,Superior Deluxe 2bedrooms +2baths with a balcony,328081094,Bass,,Kensington and Chelsea,51.50301,-0.18787,Entire home/apt,185,5,1,7/15/2021,0.51,12,342,1,
58452,44398509,"NOX HOTELS | Kensington, Family Studio",175458210,Nox Hotels |,,Kensington and Chelsea,51.49924,-0.20916,Private room,185,1,12,6/28/2021,0.9,12,357,6,
42813,33442377,Palace Gardens Terrace,47006048,Nick,,Kensington and Chelsea,51.50757,-0.19118,Entire home/apt,185,3,20,9/9/2019,0.8,12,302,4,
44629,34927194,Most stylish and beautiful Notting Hill apartment,241189900,Alexa,,Kensington and Chelsea,51.5154,-0.20229,Entire home/apt,185,2,34,12/15/2019,1.32,1,164,0,
12124,11540205,"1BR apartment in Notting, managed by Veeve",33889201,Veeve,,Kensington and Chelsea,51.51401,-0.21199,Entire home/apt,185,6,0,,,864,1,0,
3746,3982582,"Beautiful Victorian Townhouse Flat, facing park",14054642,Philip,,Hackney,51.55454,-0.05755,Entire home/apt,185,2,64,9/13/2020,0.76,1,40,2,
58455,44398957,"NOX HOTELS | Kensington, Family Apartment",175458210,Nox Hotels |,,Kensington and Chelsea,51.49924,-0.20916,Private room,185,1,0,,,12,195,0,
10718,9982506,9th floor family Chelsea flat 150mb wifi & views!,42653212,Cindy,,Kensington and Chelsea,51.49128,-0.16247,Hotel room,185,7,12,12/28/2018,0.18,44,0,0,
70446,52110394,"Spacious One Bedroom Apartment Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49033511,-0.179776114,Entire home/apt,186,1,0,,,93,349,0,
28668,22418124,Modern 2 bed 2 bath Apartment In Knightsbridge,76716076,Emanuele,,Kensington and Chelsea,51.49855,-0.16459,Entire home/apt,186,3,47,2/12/2020,1.33,1,59,2,
30377,23545552,"Modern, 3 bedroom maisonette near Portobello Road.",16507876,Kirsten,,Kensington and Chelsea,51.51411,-0.21295,Entire home/apt,186,5,0,,,1,0,0,
41016,31973039,Sleek studio located in enviable Sloane Square,137094377,Veeve,,Kensington and Chelsea,51.49137,-0.15709,Entire home/apt,186,4,0,,,276,364,0,
70444,52110291,"Spacious One Bedroom - Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49060747,-0.181859521,Entire home/apt,186,1,0,,,93,350,0,
59573,45321923,ST - Chelsea - Sloane Avenue - 1 bedroom Apartment,30253178,Regina,,Kensington and Chelsea,51.4908,-0.16266,Entire home/apt,186,3,2,7/3/2021,0.19,50,40,2,
39926,31010497,Elegant Flat in the Heart of Hackney,5340857,Jo,,Hackney,51.54042,-0.05289,Entire home/apt,186,2,3,8/22/2021,0.11,3,357,2,
6775,6996677,ENTIRE FLAT | Charming 2 bed Notting Hill,15167757,Vittoria,,Kensington and Chelsea,51.51453,-0.20683,Entire home/apt,186,3,13,1/4/2017,0.22,1,68,0,
23151,19559828,"Very Large, Modern Flat in a London Fields Mews",11045366,Paul,,Hackney,51.54025,-0.0559,Entire home/apt,186,2,11,9/12/2019,0.22,1,219,1,
59984,45559925,Chic Stylish Townhouse. London Fields. Hackney,12141487,Kay,,Hackney,51.54063,-0.05844,Entire home/apt,186,4,3,8/8/2021,3.0,1,47,3,
51278,39525141,Beautiful 2 bed flat close to Portobello Rd.,60868440,Melissa,,Kensington and Chelsea,51.5173,-0.22291,Entire home/apt,186,4,0,,,2,345,0,
18308,16250945,Elegant Earl's Court 2 bed 2 bath 4 mins from tube,106257524,Martin & Samantha,,Kensington and Chelsea,51.49241,-0.19868,Entire home/apt,187,2,89,3/13/2021,1.54,1,0,4,
4446,4735748,Bright 2bed flat in Holland Park-Notting Hill,2634160,Raul&Carol,,Kensington and Chelsea,51.50724,-0.20759,Entire home/apt,187,2,84,7/15/2019,1.07,17,0,0,
57926,44061082,The Portobello star- classic design with gorgeous garden views in Notting Hill,65040257,Megan,,Kensington and Chelsea,51.51132,-0.20725,Entire home/apt,187,4,3,9/24/2020,0.28,27,22,2,
46201,36064614,Modern 2 Bedroom Apartment in Chelsea,128659370,Cecily,,Kensington and Chelsea,51.49095,-0.17019,Entire home/apt,188,7,10,5/31/2021,0.45,85,51,2,
70572,52139938,Lovely 2 bedroom flat - Amazing location!,422119688,Sarine,,Kensington and Chelsea,51.50050408,-0.161855837,Entire home/apt,188,5,0,,,1,80,0,
70129,51951361,CAPITAL | Luxury One Bedroom Apartment SK01,48165024,Capital Residencies,,Kensington and Chelsea,51.490329,-0.184431638,Entire home/apt,188,4,0,,,318,346,0,
40391,31434156,Bray Place,47006048,Nick,,Kensington and Chelsea,51.49071,-0.16166,Entire home/apt,188,3,7,6/13/2021,0.37,12,304,4,
1972,1638730,Huge 3 bedroom loft in Dalston.,1707008,Emma,,Hackney,51.55196,-0.07199,Entire home/apt,188,4,51,3/11/2020,0.58,1,76,0,
49517,38317017,Ivy | Strathmore Gardens | Pro-Managed,10961046,Ivy,,Kensington and Chelsea,51.50877,-0.19398,Entire home/apt,188,5,0,,,72,364,0,
61915,47063787,CAPITAL | Luxury One Bed Apartment South Ken SK2,48165024,Capital Residencies,,Kensington and Chelsea,51.49175,-0.18381,Entire home/apt,188,5,7,4/16/2021,0.95,318,318,7,
63543,48823685,CAPITAL | ModernTwo Bedroom Apt South Ken SK3,48165024,Capital Residencies,,Kensington and Chelsea,51.49199,-0.18292,Entire home/apt,188,4,0,,,318,236,0,
39435,30530176,Fantastic Shoreditch Riverside 2 Bed Apt,229091567,Mahveen,,Hackney,51.5355,-0.07012,Entire home/apt,188,2,7,1/9/2019,0.21,1,0,0,
33746,26178778,Park front house in Lower Clapton,193846288,Philippa,,Hackney,51.55713,-0.04549,Private room,188,1,2,9/10/2018,0.05,1,0,0,
66750,50534186,"Artistic Haggerston Flat w/ work space, sleeps 4",408301597,Julien,,Hackney,51.53895,-0.07722,Entire home/apt,188,1,2,9/4/2021,1.4,1,16,2,
3532,3727455,Beautiful home & garden just 3 mins from tube,16040665,Martin & Dallas,,Kensington and Chelsea,51.49103,-0.19799,Entire home/apt,189,5,11,8/15/2019,0.13,3,248,0,
60329,45762439,GuestReady - Bright and Beautiful flat near Portobello Rd,402191311,GuestReady,,Kensington and Chelsea,51.51837,-0.21978,Entire home/apt,189,3,0,,,131,0,0,
1365,929106,Spacious and quiet 2-bedroom and 2-bathroom flat,4826200,Robin,,Kensington and Chelsea,51.4954,-0.19073,Entire home/apt,189,10,52,9/23/2019,0.5,1,0,0,
11956,11359511,Kensington Large 3 bed House,4531267,Sean,,Kensington and Chelsea,51.49941,-0.19554,Entire home/apt,189,2,145,2/17/2020,2.4,1,3,0,
3937,4202162,Two-Bed Garden Flat in Great Location!,5828898,Melissa,,Kensington and Chelsea,51.52054,-0.21305,Entire home/apt,189,3,58,7/20/2021,0.86,1,0,8,
48526,37615762,Modern One Bedroom  Apartment in South Kensington,105908716,Angela Walker,,Kensington and Chelsea,51.49627,-0.18701,Entire home/apt,189,3,0,,,43,266,0,
63347,48660471,Luxury Deluxe 1 bedroom 1 bathroom in Kensington,215103867,David,,Kensington and Chelsea,51.49278,-0.18516,Entire home/apt,189,7,0,,,21,170,0,
20003,17577689,Architecturally designed 2 bed house with garden,3199318,Oscar,,Hackney,51.54005,-0.06459,Entire home/apt,189,3,1,4/30/2017,0.02,1,0,0,
53838,41056717,Huge Loft in the Heart of Shoreditch.,23108649,Pascal,,Hackney,51.52617,-0.07905,Entire home/apt,189,5,5,5/6/2020,0.26,1,0,1,
59368,45197855,Penthouse with magnificent view over Garden Square,328081094,Bass,,Kensington and Chelsea,51.50094,-0.18815,Entire home/apt,189,4,0,,,12,267,0,
16050,14366814,Beautiful and Light Chelsea One-Bed Flat,67414830,Katie,,Kensington and Chelsea,51.48841,-0.19191,Entire home/apt,189,2,48,8/2/2019,0.79,1,363,1,
37146,28825689,Beautifully renovated 2 bedroom Notting Hill flat,37429612,Christine,,Kensington and Chelsea,51.50738,-0.19719,Entire home/apt,189,3,30,2/24/2020,0.89,1,4,0,
